season_year,source_file,table_index,row_index,cell_count,cell_1,cell_1_url,cell_2,cell_2_url,cell_3,cell_3_url,cell_4,cell_4_url,cell_5,cell_5_url,cell_6,cell_6_url,cell_7,cell_7_url,cell_8,cell_8_url
2001,2001_wisconsin_challenge_series.html,3,25,8,25,,Jeff Way,https://www.thethirdturn.com/wiki/Jeff_Way,122,,1,https://www.thethirdturn.com/wiki/Jeff_Way/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,26,8,26,,Jerry Schneider,https://www.thethirdturn.com/wiki/Jerry_Schneider,120,,0,https://www.thethirdturn.com/wiki/Jerry_Schneider/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,27,8,27,,Terry Schoppenhorst,https://www.thethirdturn.com/wiki/Terry_Schoppenhorst,117,,2,https://www.thethirdturn.com/wiki/Terry_Schoppenhorst/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,28,8,28,,Jim Carlson,https://www.thethirdturn.com/wiki/Jim_Carlson,115,,1,https://www.thethirdturn.com/wiki/Jim_Carlson/Results/Wisconsin_Challenge_Series/2001,0,,1,,1,,,
2001,2001_wisconsin_challenge_series.html,3,29,8,29,,Andrew Morrissey,https://www.thethirdturn.com/wiki/Andrew_Morrissey,113,,1,https://www.thethirdturn.com/wiki/Andrew_Morrissey/Results/Wisconsin_Challenge_Series/2001,0,,0,,1,,,
2001,2001_wisconsin_challenge_series.html,3,30,8,30,,Brandon Selle,https://www.thethirdturn.com/wiki/Brandon_Selle,112,,0,https://www.thethirdturn.com/wiki/Brandon_Selle/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,31,8,31,,Bob Campbell,https://www.thethirdturn.com/wiki/Bob_Campbell,106,,1,https://www.thethirdturn.com/wiki/Bob_Campbell/Results/Wisconsin_Challenge_Series/2001,0,,0,,1,,,
2001,2001_wisconsin_challenge_series.html,3,32,8,32,,"Rich Schumann, Jr.","https://www.thethirdturn.com/wiki/Rich_Schumann,_Jr.",102,,1,"https://www.thethirdturn.com/wiki/Rich_Schumann,_Jr./Results/Wisconsin_Challenge_Series/2001",0,,0,,1,,,
2001,2001_wisconsin_challenge_series.html,3,33,8,33,,Joe Fischer,https://www.thethirdturn.com/wiki/Joe_Fischer,98,,1,https://www.thethirdturn.com/wiki/Joe_Fischer/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,34,8,34,,Todd Stapleman,https://www.thethirdturn.com/wiki/Todd_Stapleman,94,,1,https://www.thethirdturn.com/wiki/Todd_Stapleman/Results/Wisconsin_Challenge_Series/2001,0,,0,,1,,,
2001,2001_wisconsin_challenge_series.html,3,35,8,35,,Eric Hammond,https://www.thethirdturn.com/wiki/Eric_Hammond,91,,1,https://www.thethirdturn.com/wiki/Eric_Hammond/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,36,8,36,,Doug Drost,https://www.thethirdturn.com/wiki/Doug_Drost,89,,1,https://www.thethirdturn.com/wiki/Doug_Drost/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,37,8,37,,LeRoy Pettis,https://www.thethirdturn.com/wiki/LeRoy_Pettis,84,,1,https://www.thethirdturn.com/wiki/LeRoy_Pettis/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,38,8,38,,Aaron Roehl,https://www.thethirdturn.com/wiki/Aaron_Roehl,82,,0,https://www.thethirdturn.com/wiki/Aaron_Roehl/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,39,8,39,,Luke Westenberg,https://www.thethirdturn.com/wiki/Luke_Westenberg,80,,0,https://www.thethirdturn.com/wiki/Luke_Westenberg/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,40,8,40,,Neil Knoblock,https://www.thethirdturn.com/wiki/Neil_Knoblock,78,,1,https://www.thethirdturn.com/wiki/Neil_Knoblock/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,41,8,40,,Jack Pankratz,https://www.thethirdturn.com/wiki/Jack_Pankratz,78,,0,https://www.thethirdturn.com/wiki/Jack_Pankratz/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,42,8,42,,Kevin Baldry,https://www.thethirdturn.com/wiki/Kevin_Baldry,78,,0,https://www.thethirdturn.com/wiki/Kevin_Baldry/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,43,8,43,,Mark Mackesy,https://www.thethirdturn.com/wiki/Mark_Mackesy,76,,0,https://www.thethirdturn.com/wiki/Mark_Mackesy/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,44,8,43,,Paul Block,https://www.thethirdturn.com/wiki/Paul_Block,76,,0,https://www.thethirdturn.com/wiki/Paul_Block/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,45,8,45,,Chris Weinkauf,https://www.thethirdturn.com/wiki/Chris_Weinkauf,75,,1,https://www.thethirdturn.com/wiki/Chris_Weinkauf/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,46,8,46,,Troy Nelson,https://www.thethirdturn.com/wiki/Troy_Nelson,74,,0,https://www.thethirdturn.com/wiki/Troy_Nelson/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,47,8,47,,Chad Devine,https://www.thethirdturn.com/wiki/Chad_Devine,68,,0,https://www.thethirdturn.com/wiki/Chad_Devine/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,48,8,48,,Clint Sillars,https://www.thethirdturn.com/wiki/Clint_Sillars,47,,0,https://www.thethirdturn.com/wiki/Clint_Sillars/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,49,8,49,,Greg Ives,https://www.thethirdturn.com/wiki/Greg_Ives,44,,0,https://www.thethirdturn.com/wiki/Greg_Ives/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,50,8,49,,Mike Strupp,https://www.thethirdturn.com/wiki/Mike_Strupp,44,,0,https://www.thethirdturn.com/wiki/Mike_Strupp/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,51,8,49,,Chad Barker,https://www.thethirdturn.com/wiki/Chad_Barker,44,,0,https://www.thethirdturn.com/wiki/Chad_Barker/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,52,8,49,,Pete Kempf,https://www.thethirdturn.com/wiki/Pete_Kempf,44,,0,https://www.thethirdturn.com/wiki/Pete_Kempf/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,53,8,53,,Chris Grimes,https://www.thethirdturn.com/wiki/Chris_Grimes,38,,0,https://www.thethirdturn.com/wiki/Chris_Grimes/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,54,8,54,,Dave Phillips,https://www.thethirdturn.com/wiki/Dave_Phillips,36,,0,https://www.thethirdturn.com/wiki/Dave_Phillips/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,55,8,54,,Gary Bock,https://www.thethirdturn.com/wiki/Gary_Bock,36,,0,https://www.thethirdturn.com/wiki/Gary_Bock/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,56,8,54,,Bruce Havel,https://www.thethirdturn.com/wiki/Bruce_Havel,36,,0,https://www.thethirdturn.com/wiki/Bruce_Havel/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,57,8,57,,Ron Baciak,https://www.thethirdturn.com/wiki/Ron_Baciak,34,,0,https://www.thethirdturn.com/wiki/Ron_Baciak/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,58,8,57,,Rick Grunden,https://www.thethirdturn.com/wiki/Rick_Grunden,34,,0,https://www.thethirdturn.com/wiki/Rick_Grunden/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,59,8,57,,Kevin Beyer,https://www.thethirdturn.com/wiki/Kevin_Beyer,34,,0,https://www.thethirdturn.com/wiki/Kevin_Beyer/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,60,8,57,,John Raupp,https://www.thethirdturn.com/wiki/John_Raupp,34,,0,https://www.thethirdturn.com/wiki/John_Raupp/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,61,8,57,,Dave Gawronski,https://www.thethirdturn.com/wiki/Dave_Gawronski,34,,0,https://www.thethirdturn.com/wiki/Dave_Gawronski/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,62,8,62,,Brian Back,https://www.thethirdturn.com/wiki/Brian_Back,32,,0,https://www.thethirdturn.com/wiki/Brian_Back/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,63,8,62,,"Mike Vogt, Jr.","https://www.thethirdturn.com/wiki/Mike_Vogt,_Jr.",32,,0,"https://www.thethirdturn.com/wiki/Mike_Vogt,_Jr./Results/Wisconsin_Challenge_Series/2001",0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,64,8,62,,Steve Lamke,https://www.thethirdturn.com/wiki/Steve_Lamke,32,,0,https://www.thethirdturn.com/wiki/Steve_Lamke/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,65,8,65,,Greg Back,https://www.thethirdturn.com/wiki/Greg_Back,30,,0,https://www.thethirdturn.com/wiki/Greg_Back/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2001,2001_wisconsin_challenge_series.html,3,66,8,65,,Cory Podolski,https://www.thethirdturn.com/wiki/Cory_Podolski,30,,0,https://www.thethirdturn.com/wiki/Cory_Podolski/Results/Wisconsin_Challenge_Series/2001,0,,0,,0,,,
2002,2002_wisconsin_challenge_series.html,0,0,3,<<< Previous Season,https://www.thethirdturn.com/wiki/2001_Wisconsin_Challenge_Series_Central,VIEW ALL SEASONS FOR THIS SERIES,https://www.thethirdturn.com/wiki/Wisconsin_Challenge_Series_Central,Next Season >>>,https://www.thethirdturn.com/wiki/2003_Wisconsin_Challenge_Series_Central,,,,,,,,,,
2002,2002_wisconsin_challenge_series.html,1,0,1,RACE LISTINGS,,,,,,,,,,,,,,,
2002,2002_wisconsin_challenge_series.html,1,1,4,Race,,Date,,Track,,Winner,,,,,,,,,
2002,2002_wisconsin_challenge_series.html,1,2,4,1,https://www.thethirdturn.com/wiki/2002_Spring_Fling_75,5 May 2002,,"Columbus, WI",https://www.thethirdturn.com/wiki/Columbus_151_Speedway,Burton Brown,https://www.thethirdturn.com/wiki/Burton_Brown,,,,,,,,
2002,2002_wisconsin_challenge_series.html,1,3,4,2,https://www.thethirdturn.com/wiki/2002_Ice_Breaker_75,19 May 2002,,"Plover, WI",https://www.thethirdturn.com/wiki/Golden_Sands_Speedway,Nathan Haseleu,https://www.thethirdturn.com/wiki/Nathan_Haseleu,,,,,,,,
2002,2002_wisconsin_challenge_series.html,1,4,4,3,https://www.thethirdturn.com/wiki/2002_Memorial_75,26 May 2002,,"Marshfield, WI",https://www.thethirdturn.com/wiki/Marshfield_Motor_Speedway,Gary Back,https://www.thethirdturn.com/wiki/Gary_Back,,,,,,,,
2002,2002_wisconsin_challenge_series.html,1,5,4,4,https://www.thethirdturn.com/wiki/2002_Larry_Detjens_Memorial,27 June 2002,,"Wausau, WI",https://www.thethirdturn.com/wiki/State_Park_Speedway,Scott Wimmer,https://www.thethirdturn.com/wiki/Scott_Wimmer,,,,,,,,
2002,2002_wisconsin_challenge_series.html,1,6,4,5,https://www.thethirdturn.com/wiki/2002_North_American_Cup,3 July 2002,,"Wisconsin Dells, WI",https://www.thethirdturn.com/wiki/Dells_Raceway_Park,Jeff Kendall,https://www.thethirdturn.com/wiki/Jeff_Kendall,,,,,,,,
2002,2002_wisconsin_challenge_series.html,1,7,4,6,https://www.thethirdturn.com/wiki/2002_Legends_75,11 August 2002,,"Plover, WI",https://www.thethirdturn.com/wiki/Golden_Sands_Speedway,Jeff Weinfurter,https://www.thethirdturn.com/wiki/Jeff_Weinfurter,,,,,,,,
2002,2002_wisconsin_challenge_series.html,1,8,4,7,https://www.thethirdturn.com/wiki/2002_Championship_100,2 September 2002,,"Wisconsin Dells, WI",https://www.thethirdturn.com/wiki/Dells_Raceway_Park,Kyle Kinder,https://www.thethirdturn.com/wiki/Kyle_Kinder,,,,,,,,
2002,2002_wisconsin_challenge_series.html,2,0,1,FINAL POINT STANDINGS,,,,,,,,,,,,,,,
2002,2002_wisconsin_challenge_series.html,3,0,8,Fin,,Driver,,Pts,,St,,W,,T5,,T10,,Pole,
2002,2002_wisconsin_challenge_series.html,3,1,8,1,,Gary Back,https://www.thethirdturn.com/wiki/Gary_Back,679,,6,https://www.thethirdturn.com/wiki/Gary_Back/Results/Wisconsin_Challenge_Series/2002,1,,4,,4,,,
2002,2002_wisconsin_challenge_series.html,3,2,8,2,,Kenny Reiser,https://www.thethirdturn.com/wiki/Kenny_Reiser,672,,7,https://www.thethirdturn.com/wiki/Kenny_Reiser/Results/Wisconsin_Challenge_Series/2002,0,,2,,6,,,
2002,2002_wisconsin_challenge_series.html,3,3,8,3,,Jeremy Lepak,https://www.thethirdturn.com/wiki/Jeremy_Lepak,643,,6,https://www.thethirdturn.com/wiki/Jeremy_Lepak/Results/Wisconsin_Challenge_Series/2002,0,,3,,4,,,
2002,2002_wisconsin_challenge_series.html,3,4,8,4,,Allen Check,https://www.thethirdturn.com/wiki/Allen_Check,627,,6,https://www.thethirdturn.com/wiki/Allen_Check/Results/Wisconsin_Challenge_Series/2002,0,,2,,5,,,
2002,2002_wisconsin_challenge_series.html,3,5,8,5,,Mark Eswein,https://www.thethirdturn.com/wiki/Mark_Eswein,599,,6,https://www.thethirdturn.com/wiki/Mark_Eswein/Results/Wisconsin_Challenge_Series/2002,0,,1,,5,,,
2002,2002_wisconsin_challenge_series.html,3,6,8,6,,Kyle Kinder,https://www.thethirdturn.com/wiki/Kyle_Kinder,565,,5,https://www.thethirdturn.com/wiki/Kyle_Kinder/Results/Wisconsin_Challenge_Series/2002,1,,3,,5,,,
2002,2002_wisconsin_challenge_series.html,3,7,8,7,,Rocky Breezer,https://www.thethirdturn.com/wiki/Rocky_Breezer,555,,6,https://www.thethirdturn.com/wiki/Rocky_Breezer/Results/Wisconsin_Challenge_Series/2002,0,,0,,2,,,
2002,2002_wisconsin_challenge_series.html,3,8,8,8,,Jeff Weinfurter,https://www.thethirdturn.com/wiki/Jeff_Weinfurter,555,,4,https://www.thethirdturn.com/wiki/Jeff_Weinfurter/Results/Wisconsin_Challenge_Series/2002,1,,3,,3,,,
2002,2002_wisconsin_challenge_series.html,3,9,8,9,,Todd Stapleman,https://www.thethirdturn.com/wiki/Todd_Stapleman,554,,6,https://www.thethirdturn.com/wiki/Todd_Stapleman/Results/Wisconsin_Challenge_Series/2002,0,,2,,3,,,
2002,2002_wisconsin_challenge_series.html,3,10,8,10,,Burton Brown,https://www.thethirdturn.com/wiki/Burton_Brown,471,,5,https://www.thethirdturn.com/wiki/Burton_Brown/Results/Wisconsin_Challenge_Series/2002,1,,1,,1,,,
2002,2002_wisconsin_challenge_series.html,3,11,8,11,,Chris Weinkauf,https://www.thethirdturn.com/wiki/Chris_Weinkauf,470,,5,https://www.thethirdturn.com/wiki/Chris_Weinkauf/Results/Wisconsin_Challenge_Series/2002,0,,1,,2,,,
2002,2002_wisconsin_challenge_series.html,3,12,8,12,,Justin Hirt,https://www.thethirdturn.com/wiki/Justin_Hirt,414,,4,https://www.thethirdturn.com/wiki/Justin_Hirt/Results/Wisconsin_Challenge_Series/2002,0,,0,,2,,,
2002,2002_wisconsin_challenge_series.html,3,13,8,13,,Jason Weinkauf,https://www.thethirdturn.com/wiki/Jason_Weinkauf,407,,5,https://www.thethirdturn.com/wiki/Jason_Weinkauf/Results/Wisconsin_Challenge_Series/2002,0,,0,,1,,,
2002,2002_wisconsin_challenge_series.html,3,14,8,14,,Jim Carlson,https://www.thethirdturn.com/wiki/Jim_Carlson,395,,4,https://www.thethirdturn.com/wiki/Jim_Carlson/Results/Wisconsin_Challenge_Series/2002,0,,0,,1,,,
2002,2002_wisconsin_challenge_series.html,3,15,8,15,,Pete Kempf,https://www.thethirdturn.com/wiki/Pete_Kempf,374,,4,https://www.thethirdturn.com/wiki/Pete_Kempf/Results/Wisconsin_Challenge_Series/2002,0,,0,,0,,,
2002,2002_wisconsin_challenge_series.html,3,16,8,16,,Dave Gawronski,https://www.thethirdturn.com/wiki/Dave_Gawronski,366,,5,https://www.thethirdturn.com/wiki/Dave_Gawronski/Results/Wisconsin_Challenge_Series/2002,0,,0,,0,,,
2002,2002_wisconsin_challenge_series.html,3,17,8,17,,Frank Nitzke,https://www.thethirdturn.com/wiki/Frank_Nitzke,352,,3,https://www.thethirdturn.com/wiki/Frank_Nitzke/Results/Wisconsin_Challenge_Series/2002,0,,0,,0,,,
2002,2002_wisconsin_challenge_series.html,3,18,8,18,,Nathan Haseleu,https://www.thethirdturn.com/wiki/Nathan_Haseleu,322,,3,https://www.thethirdturn.com/wiki/Nathan_Haseleu/Results/Wisconsin_Challenge_Series/2002,1,,2,,2,,,
2002,2002_wisconsin_challenge_series.html,3,19,8,19,,Jeff Kendall,https://www.thethirdturn.com/wiki/Jeff_Kendall,314,,3,https://www.thethirdturn.com/wiki/Jeff_Kendall/Results/Wisconsin_Challenge_Series/2002,1,,2,,2,,,
2002,2002_wisconsin_challenge_series.html,3,20,8,20,,Brandon Selle,https://www.thethirdturn.com/wiki/Brandon_Selle,303,,3,https://www.thethirdturn.com/wiki/Brandon_Selle/Results/Wisconsin_Challenge_Series/2002,0,,0,,0,,,
2002,2002_wisconsin_challenge_series.html,3,21,8,21,,Frank Kreyer,https://www.thethirdturn.com/wiki/Frank_Kreyer,279,,3,https://www.thethirdturn.com/wiki/Frank_Kreyer/Results/Wisconsin_Challenge_Series/2002,0,,0,,0,,,
2002,2002_wisconsin_challenge_series.html,3,22,8,22,,M.G. Gajewski,https://www.thethirdturn.com/wiki/M.G._Gajewski,252,,3,https://www.thethirdturn.com/wiki/M.G._Gajewski/Results/Wisconsin_Challenge_Series/2002,0,,0,,1,,,
2002,2002_wisconsin_challenge_series.html,3,23,8,23,,Troy Nelson,https://www.thethirdturn.com/wiki/Troy_Nelson,246,,2,https://www.thethirdturn.com/wiki/Troy_Nelson/Results/Wisconsin_Challenge_Series/2002,0,,0,,1,,,
2002,2002_wisconsin_challenge_series.html,3,24,8,24,,Mark Mackesy,https://www.thethirdturn.com/wiki/Mark_Mackesy,237,,2,https://www.thethirdturn.com/wiki/Mark_Mackesy/Results/Wisconsin_Challenge_Series/2002,0,,1,,1,,,
