known_file,known_file_name,track_slug,year,driver_slug,photographer_slug,credit_type,sequence,ahash,phash,dhash,whash
C:\Users\schaf\racing-museum\public\photos\adams-friendship-speedway_unknown-year_tom-jensen_unknown-photographer_photo_001.jpg,adams-friendship-speedway_unknown-year_tom-jensen_unknown-photographer_photo_001.jpg,adams-friendship-speedway,unknown-year,tom-jensen,unknown-photographer,photo,001,20e00060fcbe10ff,c363be5fe3009c38,4b49a3c95860e158,20e00070fcfe1dff
C:\Users\schaf\racing-museum\public\photos\adams-friendship-speedway_unknown-year_unknown-driver_charlie-spry_photo_001.jpg,adams-friendship-speedway_unknown-year_unknown-driver_charlie-spry_photo_001.jpg,adams-friendship-speedway,unknown-year,unknown-driver,charlie-spry,photo,001,fffc879393f1c0c0,fc9a73c5a100b375,31212f272627070e,fff8879393f0c080
C:\Users\schaf\racing-museum\public\photos\adams-friendship-speedway_unknown-year_unknown-driver_unknown-photographer_photo_001.jpg,adams-friendship-speedway_unknown-year_unknown-driver_unknown-photographer_photo_001.jpg,adams-friendship-speedway,unknown-year,unknown-driver,unknown-photographer,photo,001,f01a03fbfbfef8f0,cd5543c6ebea2622,41f2f73396f44143,f00a00db7afaf8f0
C:\Users\schaf\racing-museum\public\photos\adams-friendship-speedway_unknown-year_unknown-driver_unknown-photographer_photo_201.jpg,adams-friendship-speedway_unknown-year_unknown-driver_unknown-photographer_photo_201.jpg,adams-friendship-speedway,unknown-year,unknown-driver,unknown-photographer,photo,201,ffffff3d00000000,98ecf437098af274,2832a1f3f8dcfcf8,ffffff7d0c000000
C:\Users\schaf\racing-museum\public\photos\adams-friendship-speedway_unknown-year_wayne-gietzen_unknown-photographer_photo_001.jpg,adams-friendship-speedway_unknown-year_wayne-gietzen_unknown-photographer_photo_001.jpg,adams-friendship-speedway,unknown-year,wayne-gietzen,unknown-photographer,photo,001,fc00003efffe607c,d52e03c3da21dcea,6ae4a4f4a8d0d0f0,fc00003efffe207c
C:\Users\schaf\racing-museum\public\photos\adams-friendship-speedway_unknown-year_willie-hammond_unknown-photographer_photo_001.jpg,adams-friendship-speedway_unknown-year_willie-hammond_unknown-photographer_photo_001.jpg,adams-friendship-speedway,unknown-year,willie-hammond,unknown-photographer,photo,001,ff9e081c40000000,d89ea6e0cd8bb921,202cf9709291c0f2,ffff0cbcd0c06030
C:\Users\schaf\racing-museum\public\photos\adventure-mt-speedway_unknown-year_unknown-driver_unknown-photographer_photo_004.jpg,adventure-mt-speedway_unknown-year_unknown-driver_unknown-photographer_photo_004.jpg,adventure-mt-speedway,unknown-year,unknown-driver,unknown-photographer,photo,004,ffff1f0000000000,8887f2fe5f201a87,01c8f3d760919759,ffff7f1bf8000000
C:\Users\schaf\racing-museum\public\photos\amery-speedway_unknown-year_amery-speedway-action-ii-rob-cah_unknown-photographer_photo_001.jpg,amery-speedway_unknown-year_amery-speedway-action-ii-rob-cah_unknown-photographer_photo_001.jpg,amery-speedway,unknown-year,amery-speedway-action-ii-rob-cah,unknown-photographer,photo,001,7f0c206b030003ff,92529a1ab1f9cb65,f5fccad2d2e9bd3e,7f1428eb230c03ff
C:\Users\schaf\racing-museum\public\photos\amery-speedway_unknown-year_amery-speedway-action-old-school-rice-lake-pag_unknown-photographer_photo_001.jpg,amery-speedway_unknown-year_amery-speedway-action-old-school-rice-lake-pag_unknown-photographer_photo_001.jpg,amery-speedway,unknown-year,amery-speedway-action-old-school-rice-lake-pag,unknown-photographer,photo,001,ffff000006181206,948bd4cf926d5a25,f8fcfebefc702694,ffff0206063c3256
C:\Users\schaf\racing-museum\public\photos\amery-speedway_unknown-year_joe-prusak_unknown-photographer_photo_001.jpg,amery-speedway_unknown-year_joe-prusak_unknown-photographer_photo_001.jpg,amery-speedway,unknown-year,joe-prusak,unknown-photographer,photo,001,ff23004080e080ff,eaa0a5ebf0d4d01d,8fe7b58519513119,ff3340c0c0f0c1ff
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_adam-broehm_unknown-photographer_photo_001.jpg,amherst-speedway_2013_adam-broehm_unknown-photographer_photo_001.jpg,amherst-speedway,2013,adam-broehm,unknown-photographer,photo,001,70c0141800f8ffff,cc46e3616596c66b,c452a4201392308e,70c0181a00fcffff
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_chris-hidde_unknown-photographer_photo_001.jpg,amherst-speedway_2013_chris-hidde_unknown-photographer_photo_001.jpg,amherst-speedway,2013,chris-hidde,unknown-photographer,photo,001,fffbfe8704000000,f5c4c9839eb09ad8,e082141c2c5ad438,fffbffc707200000
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_corey-stevens_unknown-photographer_photo_001.jpg,amherst-speedway_2013_corey-stevens_unknown-photographer_photo_001.jpg,amherst-speedway,2013,corey-stevens,unknown-photographer,photo,001,fffe380000000000,d7dfd1b0a0244c4f,d47060e4f28a18c1,ffff3cfe1ac00000
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_corey-stevens_unknown-photographer_photo_222.jpg,amherst-speedway_2013_corey-stevens_unknown-photographer_photo_222.jpg,amherst-speedway,2013,corey-stevens,unknown-photographer,photo,222,ffffbc0880000000,dadab6a6a9890d64,c90931b10165e625,ffffff9de0000000
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_frank-groeschl_unknown-photographer_photo_001.jpg,amherst-speedway_2013_frank-groeschl_unknown-photographer_photo_001.jpg,amherst-speedway,2013,frank-groeschl,unknown-photographer,photo,001,ffffdf0800000000,99e8c2260d89b3bf,83011a3217fef8e0,ffffffbb00000810
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_jay-stone_unknown-photographer_photo_001.jpg,amherst-speedway_2013_jay-stone_unknown-photographer_photo_001.jpg,amherst-speedway,2013,jay-stone,unknown-photographer,photo,001,ffffe6e000017fff,a6e48d1b6bc13656,a3a7c48b2d6fb4c8,7bffe64004010ffc
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_jay-stone_unknown-photographer_photo_002.jpg,amherst-speedway_2013_jay-stone_unknown-photographer_photo_002.jpg,amherst-speedway,2013,jay-stone,unknown-photographer,photo,002,8000383af8febfff,d574327af49cc14a,2c96d2b2505070f0,8000181af8fe3fff
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_jay-stone_unknown-photographer_photo_231.jpg,amherst-speedway_2013_jay-stone_unknown-photographer_photo_231.jpg,amherst-speedway,2013,jay-stone,unknown-photographer,photo,231,fdf7ff37e2c40000,f6ce58590b8e98cc,7184646c8c8ce134,fdf4ff37e2c40000
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_jay-stone_unknown-photographer_post_001.jpg,amherst-speedway_2013_jay-stone_unknown-photographer_post_001.jpg,amherst-speedway,2013,jay-stone,unknown-photographer,post,001,ffff000000000000,87e9c88af3913666,d1a24c584beedac4,ffffa7af20062800
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_jesse-krahn_unknown-photographer_photo_001.jpg,amherst-speedway_2013_jesse-krahn_unknown-photographer_photo_001.jpg,amherst-speedway,2013,jesse-krahn,unknown-photographer,photo,001,fffefdf9f0000000,ccd832e6cc1939c7,cc0c93f3c40ce020,fffefdf9f0000000
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_john-mahlberg_unknown-photographer_photo_001.jpg,amherst-speedway_2013_john-mahlberg_unknown-photographer_photo_001.jpg,amherst-speedway,2013,john-mahlberg,unknown-photographer,photo,001,fff7e7e6780c0000,c0a2ff99c19f11c9,e88d858cd0fc2040,fff7f7d2780c0000
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_lee-schoenick_unknown-photographer_photo_001.jpg,amherst-speedway_2013_lee-schoenick_unknown-photographer_photo_001.jpg,amherst-speedway,2013,lee-schoenick,unknown-photographer,photo,001,ffffdb0e00000000,b5ffc0c046d24c6d,801a3738369cb8f0,ffffffcf06000000
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_mike-zitzer_unknown-photographer_photo_001.jpg,amherst-speedway_2013_mike-zitzer_unknown-photographer_photo_001.jpg,amherst-speedway,2013,mike-zitzer,unknown-photographer,photo,001,fe7e6366e2e00000,e7cc18fcf420e9e0,22e4cfcc4e46c4cf,feff6766e2e02000
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_ralph-legois_carmen-lee_post_001.jpg,amherst-speedway_2013_ralph-legois_carmen-lee_post_001.jpg,amherst-speedway,2013,ralph-legois,carmen-lee,post,001,003b3fe6f2c0c8c0,d48d0976f43a29cd,b6f2d2850419199a,003e7bf7f6c0ccc0
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_rick-schlabowsk_unknown-photographer_photo_001.jpg,amherst-speedway_2013_rick-schlabowsk_unknown-photographer_photo_001.jpg,amherst-speedway,2013,rick-schlabowsk,unknown-photographer,photo,001,ffffe37f7f038000,b0837c979d3809eb,b8cc8bb8d01e3f34,fff7e13f3f008000
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_unknown-driver_joe-verdegan_photo_001.jpg,amherst-speedway_2013_unknown-driver_joe-verdegan_photo_001.jpg,amherst-speedway,2013,unknown-driver,joe-verdegan,photo,001,e0ffffff00000000,cbef086163e4d8b8,c3517146c9a98c50,f1ffffffe0000000
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_unknown-driver_joe-verdegan_photo_226.jpg,amherst-speedway_2013_unknown-driver_joe-verdegan_photo_226.jpg,amherst-speedway,2013,unknown-driver,joe-verdegan,photo,226,0010ffffff1e1000,cebb610f6299b588,41613321616ae084,0094ffffff1e1000
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_unknown-driver_joe-verdegan_photo_230.jpg,amherst-speedway_2013_unknown-driver_joe-verdegan_photo_230.jpg,amherst-speedway,2013,unknown-driver,joe-verdegan,photo,230,3fff18000fff3f07,845cfbbb22645c1d,f7b8f4e7fef06fff,07ff10001fff1f03
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_unknown-driver_penny-orlofsk_photo_228.jpg,amherst-speedway_2013_unknown-driver_penny-orlofsk_photo_228.jpg,amherst-speedway,2013,unknown-driver,penny-orlofsk,photo,228,ffffe0f8fefcf860,c5a5969a9a6b4745,d896c69370c020c4,7efe60e0bef8d000
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_unknown-driver_unknown-photographer_photo_001 (2).jpg,amherst-speedway_2013_unknown-driver_unknown-photographer_photo_001 (2).jpg,amherst-speedway,2013,unknown-driver,unknown-photographer,photo,001 (2),07bff4f93f00387f,8e3f103fa16927c6,ff7461715d2ba0f8,03bf3c393f00383f
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_unknown-driver_unknown-photographer_photo_001.jpg,amherst-speedway_2013_unknown-driver_unknown-photographer_photo_001.jpg,amherst-speedway,2013,unknown-driver,unknown-photographer,photo,001,ffffdf0000000000,91b8c5e74f3a189c,fcc03d1dccd0c0d0,ffffff0014606028
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_unknown-driver_unknown-photographer_photo_223.jpg,amherst-speedway_2013_unknown-driver_unknown-photographer_photo_223.jpg,amherst-speedway,2013,unknown-driver,unknown-photographer,photo,223,ffffff0000000000,c5dae579222cd3c2,000064e5cb1266ee,ffffff1560020202
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_unknown-driver_unknown-photographer_photo_224.jpg,amherst-speedway_2013_unknown-driver_unknown-photographer_photo_224.jpg,amherst-speedway,2013,unknown-driver,unknown-photographer,photo,224,fffcf80000000000,c0da93a72d2d41ed,f0d9b0b7a6daf6f8,fffcfc40500f1b08
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_unknown-driver_unknown-photographer_photo_225.jpg,amherst-speedway_2013_unknown-driver_unknown-photographer_photo_225.jpg,amherst-speedway,2013,unknown-driver,unknown-photographer,photo,225,ffffff8b00300000,d981c66739b99466,d0f0f01a0af00151,ffffff8f80300000
C:\Users\schaf\racing-museum\public\photos\amherst-speedway_2013_unknown-driver_unknown-photographer_photo_229.jpg,amherst-speedway_2013_unknown-driver_unknown-photographer_photo_229.jpg,amherst-speedway,2013,unknown-driver,unknown-photographer,photo,229,c8003fbf0f1f0184,9b797878dbdb9000,189fee783874672c,c8003fbf1f1f1784
C:\Users\schaf\racing-museum\public\photos\angell-park-speedway_1990_sue-spenser_mike-dunn_photo_001.jpg,angell-park-speedway_1990_sue-spenser_mike-dunn_photo_001.jpg,angell-park-speedway,1990,sue-spenser,mike-dunn,photo,001,00000c3c7e7a7935,c33c6ee5951b18a6,b2a2b9d0d4c2c1cd,00000c7c7e7b7d7f
C:\Users\schaf\racing-museum\public\photos\angell-park-speedway_1996_randy-fiscus_unknown-photographer_001.jpg,angell-park-speedway_1996_randy-fiscus_unknown-photographer_001.jpg,angell-park-speedway,1996,randy-fiscus,unknown-photographer,001,,00000887f7fdfcff,ca31492eb3331f6a,5d31300cef6141c1,00100007f7fdfcff
C:\Users\schaf\racing-museum\public\photos\angell-park-speedway_2018_josh-walter_weber-brothers_photo_001.jpg,angell-park-speedway_2018_josh-walter_weber-brothers_photo_001.jpg,angell-park-speedway,2018,josh-walter,weber-brothers,photo,001,83cffd5bf320000c,acb8302dbc29cbce,bf94e5976542275d,c7cffd5bfb280000
C:\Users\schaf\racing-museum\public\photos\angell-park-speedway_2022_trinity-uttech_trinity_uttech_post_333.jpg,angell-park-speedway_2022_trinity-uttech_trinity_uttech_post_333.jpg,angell-park-speedway,2022,trinity-uttech,trinity,uttech,post,00fefbf32000f9ff,e541b273456d61d9,d14cd262cacb538c,00f6fbf32000a9ff
C:\Users\schaf\racing-museum\public\photos\angell-park-speedway_2024_aaron-fiscus_badger-midget-auto-racing-association_post_001.jpg,angell-park-speedway_2024_aaron-fiscus_badger-midget-auto-racing-association_post_001.jpg,angell-park-speedway,2024,aaron-fiscus,badger-midget-auto-racing-association,post,001,ffffff0701000000,ef91d46a001eebe1,0c14536d53690c07,ffffff1dc3000000
C:\Users\schaf\racing-museum\public\photos\angell-park-speedway_2025_aaron-schuck_dan-simpson_photo_001.jpg,angell-park-speedway_2025_aaron-schuck_dan-simpson_photo_001.jpg,angell-park-speedway,2025,aaron-schuck,dan-simpson,photo,001,78081f18fbd9d0f0,c81372ecc31eace5,c0f8f3f0d3332380,7e001f1cf9d9d0f0
C:\Users\schaf\racing-museum\public\photos\angell-park-speedway_unknown-year_bill-johnson-jr_john-surges_photo_001.jpg,angell-park-speedway_unknown-year_bill-johnson-jr_john-surges_photo_001.jpg,angell-park-speedway,unknown-year,bill-johnson-jr,john-surges,photo,001,ff7fff170a004060,8896e31994ea5be5,f6fee575361b93cb,ff7fff150a0040e0
C:\Users\schaf\racing-museum\public\photos\angell-park-speedway_unknown-year_darrell-dodd_dave-olson_photo_001.jpg,angell-park-speedway_unknown-year_darrell-dodd_dave-olson_photo_001.jpg,angell-park-speedway,unknown-year,darrell-dodd,dave-olson,photo,001,ffff383072410000,8c8fbbe0d61b5988,a666f260e4b6b774,ffff383877530000
C:\Users\schaf\racing-museum\public\photos\angell-park-speedway_unknown-year_deb-langsdorf_art-anderson_photo_001.jpg,angell-park-speedway_unknown-year_deb-langsdorf_art-anderson_photo_001.jpg,angell-park-speedway,unknown-year,deb-langsdorf,art-anderson,photo,001,ff1f1fef0c100000,8a93e850f3e9e487,0939b7594db53365,ff1f7fff0d100000
C:\Users\schaf\racing-museum\public\photos\angell-park-speedway_unknown-year_rick-lemanski_dave-olson_photo_001.jpg,angell-park-speedway_unknown-year_rick-lemanski_dave-olson_photo_001.jpg,angell-park-speedway,unknown-year,rick-lemanski,dave-olson,photo,001,0030bc0e3eff7fff,c65f6b2136b0d84e,4563613ce4f2e2e4,00303c0e3c7e7b7f
C:\Users\schaf\racing-museum\public\photos\angell-park-speedway_unknown-year_tim-tischendorf_bob-cruse_photo_001.jpg,angell-park-speedway_unknown-year_tim-tischendorf_bob-cruse_photo_001.jpg,angell-park-speedway,unknown-year,tim-tischendorf,bob-cruse,photo,001,0000fc7cf676fefe,c64e38355382cef9,a4a965c0c8e4d8cc,0000f87cf470fefe
C:\Users\schaf\racing-museum\public\photos\antigo-fairgrounds_1950_unknown-driver_unknown-photographer_photo_001.jpg,antigo-fairgrounds_1950_unknown-driver_unknown-photographer_photo_001.jpg,antigo-fairgrounds,1950,unknown-driver,unknown-photographer,photo,001,2b277d376f080700,b2876ded648a5992,d34fe9eded59cd0f,33a77d376f8c0700
C:\Users\schaf\racing-museum\public\photos\austin-fairgrounds_unknown-year_mert-williams_conrad-nelson_post_001.jpg,austin-fairgrounds_unknown-year_mert-williams_conrad-nelson_post_001.jpg,austin-fairgrounds,unknown-year,mert-williams,conrad-nelson,post,001,ffff7effff840000,d28265b6aa6d36d1,cce4d8759d385271,ff7e7e3cff000000
C:\Users\schaf\racing-museum\public\photos\barron-county-fairgrounds_unknown-year_unknown-driver_unknown-photographer_photo_001.jpg,barron-county-fairgrounds_unknown-year_unknown-driver_unknown-photographer_photo_001.jpg,barron-county-fairgrounds,unknown-year,unknown-driver,unknown-photographer,photo,001,fffe7e7c70f06040,c0a1fbff7c118582,60e0c0d0e4e0c094,fefe7e7c30706000
C:\Users\schaf\racing-museum\public\photos\beaver-dam-lake_2014_aaron-falbe_mike-esser_post_001.jpg,beaver-dam-lake_2014_aaron-falbe_mike-esser_post_001.jpg,beaver-dam-lake,2014,aaron-falbe,mike-esser,post,001,00001830c3cbdfff,ad469039e29cd99b,c6c470651f1b3fc1,00001c71e3cbdfff
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1957_fuzzy-fassbender_pat-heaney_post_001.jpg,beaver-dam-raceway_1957_fuzzy-fassbender_pat-heaney_post_001.jpg,beaver-dam-raceway,1957,fuzzy-fassbender,pat-heaney,post,001,a400fff71980e0f7,ee0a727b88f2f098,494d91a733060d0f,9c00ffff1980c0e7
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1967_bill-johnson-jr_bill-behm_post_001.jpg,beaver-dam-raceway_1967_bill-johnson-jr_bill-behm_post_001.jpg,beaver-dam-raceway,1967,bill-johnson-jr,bill-behm,post,001,ff1e07070303fffe,841dd5e2e72a2375,f4b27eede7a7acc6,3f1e030701037ffe
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1971_bob-robel_michael-halbherr_post_001.jpg,beaver-dam-raceway_1971_bob-robel_michael-halbherr_post_001.jpg,beaver-dam-raceway,1971,bob-robel,michael-halbherr,post,001,ffffffffce080000,81b84693bc6f5a33,cf9c6b929ce8c25e,fffffbdb040c0000
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1971_paul-coen_michael-halbherr_post_001.jpg,beaver-dam-raceway_1971_paul-coen_michael-halbherr_post_001.jpg,beaver-dam-raceway,1971,paul-coen,michael-halbherr,post,001,fffffb0584290000,aba6ddd312238978,f927a3ed09d2c320,fffffb05c4390000
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1974_bob-warren_michael-halbherr_post_001.jpg,beaver-dam-raceway_1974_bob-warren_michael-halbherr_post_001.jpg,beaver-dam-raceway,1974,bob-warren,michael-halbherr,post,001,fffff3c0000000ff,efc4981bf306e4a4,0002460b0b515133,fffff3c0000000ff
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1976_bill-johnson-iii_michael-halbherr_post_001.jpg,beaver-dam-raceway_1976_bill-johnson-iii_michael-halbherr_post_001.jpg,beaver-dam-raceway,1976,bill-johnson-iii,michael-halbherr,post,001,00001f1b7c361c7f,8c297666b3398cd9,4c713372f0e428d8,00001f1b7e3e3e7f
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1976_bob-warren_michael-halbherr_post_001.jpg,beaver-dam-raceway_1976_bob-warren_michael-halbherr_post_001.jpg,beaver-dam-raceway,1976,bob-warren,michael-halbherr,post,001,00080c0c3c1e1f7f,996964c6de60699b,34f0d8b8f8f4f8f8,900a1c083c1f7fff
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1976_butch-busslaff_unknown-photographer_photo_001.jpg,beaver-dam-raceway_1976_butch-busslaff_unknown-photographer_photo_001.jpg,beaver-dam-raceway,1976,butch-busslaff,unknown-photographer,photo,001,001f1f3c7c101c7f,99392666c37f2495,573b3af8f064b8f4,001f1f3c7c1c1c7f
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1976_gary-dye_michael-halbherr-ii_post_001.jpg,beaver-dam-raceway_1976_gary-dye_michael-halbherr-ii_post_001.jpg,beaver-dam-raceway,1976,gary-dye,michael-halbherr-ii,post,001,00181898be3fff7f,995924a676f70399,c6b2383070ecf8e4,000818989e3fff7f
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1976_gary-dye_michael-halbherr_post_001.jpg,beaver-dam-raceway_1976_gary-dye_michael-halbherr_post_001.jpg,beaver-dam-raceway,1976,gary-dye,michael-halbherr,post,001,081cfc7c3c1a043f,925a3c3da1656d63,30f8e0f8f874f8fa,081cfc7c3e1e0c3f
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1976_jeff-stillman_michael-halbherr_post_001.jpg,beaver-dam-raceway_1976_jeff-stillman_michael-halbherr_post_001.jpg,beaver-dam-raceway,1976,jeff-stillman,michael-halbherr,post,001,0000707e7f3fff7f,82633a3d90f67e49,39c3e1c8f2fcf8f9,0000307e7c3f7f3f
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1976_jim-clemons_michael-halbherr_post_001.jpg,beaver-dam-raceway_1976_jim-clemons_michael-halbherr_post_001.jpg,beaver-dam-raceway,1976,jim-clemons,michael-halbherr,post,001,040c1c1e7e003eff,921a7b27a6163b9a,99b9b8b4f49cf8f8,0c1c1c5e7e003eff
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1976_jim-moulis_michael-halbherr-ii_post_001.jpg,beaver-dam-raceway_1976_jim-moulis_michael-halbherr-ii_post_001.jpg,beaver-dam-raceway,1976,jim-moulis,michael-halbherr-ii,post,001,000c1c0c0c0e7f7f,9959e46666a4599b,c6d8d9f878fafcf8,000c1c1c1c1fffff
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1976_jim-moulis_michael-halbherr_post_001.jpg,beaver-dam-raceway_1976_jim-moulis_michael-halbherr_post_001.jpg,beaver-dam-raceway,1976,jim-moulis,michael-halbherr,post,001,ffffb0e706000000,d6c7c991b3424e3c,f0d064cc1474f8f0,fffffcff06000000
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1976_mike-klecker_michael-halbherr_post_001.jpg,beaver-dam-raceway_1976_mike-klecker_michael-halbherr_post_001.jpg,beaver-dam-raceway,1976,mike-klecker,michael-halbherr,post,001,0000387e3e1e3f1f,946a3b35d0d32f0d,90b4f0e8f4f4f8fc,0000387e7e3f3f1f
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1976_norm-giese_michael-halbherr-ii_post_001.jpg,beaver-dam-raceway_1976_norm-giese_michael-halbherr-ii_post_001.jpg,beaver-dam-raceway,1976,norm-giese,michael-halbherr-ii,post,001,101000183c063fff,9468b447cb347cc7,b4b5b1f9e8f4fcfc,501010187e1f7fff
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1976_norm-giese_michael-halbherr_post_001.jpg,beaver-dam-raceway_1976_norm-giese_michael-halbherr_post_001.jpg,beaver-dam-raceway,1976,norm-giese,michael-halbherr,post,001,fffffd717e000000,8acedf50d56a4ac4,6162e3c1d4b978f8,fffffd713e000000
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1976_paul-cain_michael-halbherr_post_001.jpg,beaver-dam-raceway_1976_paul-cain_michael-halbherr_post_001.jpg,beaver-dam-raceway,1976,paul-cain,michael-halbherr,post,001,0000187c763fffff,84683f27d2d92d6c,938d33d8e46ff078,0000187c742fffff
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1976_ralph-rau_michael-halbherr_post_001.jpg,beaver-dam-raceway_1976_ralph-rau_michael-halbherr_post_001.jpg,beaver-dam-raceway,1976,ralph-rau,michael-halbherr,post,001,0000001e7f3f1fff,956a6a83957e5b09,d1dd31f4fa78f5fe,0000001e7f3f7fff
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1976_rick-lemanski_michael-halbherr_post_001.jpg,beaver-dam-raceway_1976_rick-lemanski_michael-halbherr_post_001.jpg,beaver-dam-raceway,1976,rick-lemanski,michael-halbherr,post,001,fe3cffff1c080000,91e32d5a94a7ea94,e0d8dcccbc397afc,ff3cffff1c080000
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1976_tim-crimmings_michael-halbherr_post_001.jpg,beaver-dam-raceway_1976_tim-crimmings_michael-halbherr_post_001.jpg,beaver-dam-raceway,1976,tim-crimmings,michael-halbherr,post,001,00181c1c7e3e3fff,9d596c65b06fc892,b2727878f8f46cba,00181c1c7e3e2fff
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1977_mike-simko_unknown-photographer_photo_001.jpg,beaver-dam-raceway_1977_mike-simko_unknown-photographer_photo_001.jpg,beaver-dam-raceway,1977,mike-simko,unknown-photographer,photo,001,0700ff061883f3ff,ad12b23d90a2bfc6,5cfb6aac72370778,0700fe071883f3ff
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1980_beaver-dam-raceway_unknown-photographer_photo_001.jpg,beaver-dam-raceway_1980_beaver-dam-raceway_unknown-photographer_photo_001.jpg,beaver-dam-raceway,1980,beaver-dam-raceway,unknown-photographer,photo,001,ffffff8400000000,fdad890216d61de1,7212122c8f060432,ffffffff00000000
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1980_don-collins_weber-brothers_photo_001.jpg,beaver-dam-raceway_1980_don-collins_weber-brothers_photo_001.jpg,beaver-dam-raceway,1980,don-collins,weber-brothers,photo,001,ff7f3c2c00e00000,9183b4edfa86cd28,f0dcd1c8a9d2961e,ff7f7f7c00e80002
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1980_gordie-seegert_weber-brothers_photo_111.jpg,beaver-dam-raceway_1980_gordie-seegert_weber-brothers_photo_111.jpg,beaver-dam-raceway,1980,gordie-seegert,weber-brothers,photo,111,1c3c06eef8782482,d6912fc8f12634ce,eaf8a89cf0f06c2e,3c3c46fef8783482
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1980_jim-juneau_unknown-credit_post_001.jpg,beaver-dam-raceway_1980_jim-juneau_unknown-credit_post_001.jpg,beaver-dam-raceway,1980,jim-juneau,unknown-credit,post,001,0000000c3fffffff,973be88d87721a86,52461d5864f80c09,000004083fffffff
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1980_joe-torre_weber-brothers_photo_001.jpg,beaver-dam-raceway_1980_joe-torre_weber-brothers_photo_001.jpg,beaver-dam-raceway,1980,joe-torre,weber-brothers,photo,001,1f7b1fcefaf06000,c59522cabc369c9e,f4dab29ab2c3cfac,1f7f1ecef8f06000
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1980_ted-dolhun_weber-brothers_photo_001.jpg,beaver-dam-raceway_1980_ted-dolhun_weber-brothers_photo_001.jpg,beaver-dam-raceway,1980,ted-dolhun,weber-brothers,photo,001,ff7832fcfc000000,c1c13ceadb9435b8,3bc3d6c0d9cb263c,ff7a7efefc000000
C:\Users\schaf\racing-museum\public\photos\beaver-dam-raceway_1981_frank-firari_al-fortner_photo_001.jpg,beaver-dam-raceway_1981_frank-firari_al-fortner_photo_001.jpg,beaver-dam-raceway,1981,frank-firari,al-fortner,photo,001,0000383c7efeffff,cf0b7e3482ca4f83,4c2a6af0c8eac440,000038383e7efeff
